Uncleaned Order Data
//ord_09004//Tanvi Gupta-161BTM Layout//Anil Gupta*Burger+1+/7/1/2023//Online Payment//Delivered+On Time Delivery
"//ord_15001//Deepak Sharma-197HSR Layout//Manoj Singh*Butter Naan+4+/10/8/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_57553//Arjun Shah-155MG Road//Not Assigned*Noodles+1+/2/8/2023//Credit Card//Cancelled+Payment Issues
//ord_57652//Raj Kapoor-218Malleswaram//Anil Gupta*Paneer Tikka+1+/1/4/2023//UPI//Delivered+Good Service
//ord_57751//Deepak Sharma-197HSR Layout//Pooja Sharma*Chicken Biryani+2+/4/17/2023//Credit Card//Delivered+Good Service
//ord_57850//Arjun Shah-155MG Road//Ravi Tiwari*Chicken Fried Rice+2+/6/8/2023//Credit Card//Cancelled+Delayed Delivery
//ord_57949//Nisha Gupta-116Koramangala//Not Assigned*Chicken Fried Rice+2+/4/24/2023//Credit Card//Cancelled+Payment Issues
//ord_58048//Rohan Patel-234Indiranagar//Not Assigned*Hakka Noodles+1+/12/9/2023//UPI//Cancelled+Payment Issues
"//ord_58147//Tanvi Gupta-161BTM Layout//Ananya Reddy*Masala Dosa+4+/4/15/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_58246//Sneha Jain-226HSR Layout//Sneha Verma*Burger+1+/8/2/2023//Online Payment//Delivered+Good Service
//ord_58345//Rohit Singh-165Indiranagar//Rajesh Kumar*Chicken Curry+2+/1/11/2023//Online Payment//Delivered+Good Service
"//ord_58444//Tanvi Gupta-161BTM Layout//Sneha Verma*Chicken Curry+2+/1/7/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_58543//Neha Patel-104Whitefield//Ananya Reddy*Burger+1+/4/19/2023//Online Payment//Delivered+On Time Delivery
//ord_58642//Akash Gupta-281Jayanagar//Not Assigned*Noodles+1+/10/13/2023//UPI//Cancelled+App Glitch
//ord_58741//Akash Gupta-281Jayanagar//Not Assigned*Samosa+5+/10/22/2023//UPI//Cancelled+App Glitch
//ord_58840//Kriti Patel-227Whitefield//Siddharth Singh*Butter Chicken+3+/5/2/2023//Credit Card//Cancelled+Delayed Delivery
//ord_58939//Naveen Kumar-265Koramangala//Ananya Reddy*Chicken Biryani+2+/9/4/2023//Online Payment//Cancelled+Delayed Delivery
//ord_59038//Sneha Jain-226HSR Layout//Pooja Sharma*Burger+1+/6/10/2023//UPI//Delivered+Good Service
"//ord_59137//Rohan Patel-234Indiranagar//Rajesh Kumar*Pizza+3+/5/18/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_59236//Anjali Jain-288Malleswaram//Pooja Sharma*Chicken Curry+2+/4/30/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_59335//Akash Gupta-281Jayanagar//Manoj Singh*Samosa+5+/10/26/2023//Credit Card//Cancelled+Delayed Delivery
//ord_59434//Arjun Shah-155MG Road//Divya Patel*Paneer Tikka+1+/4/30/2023//Credit Card//Cancelled+Delayed Delivery
//ord_59533//Rohit Singh-165Indiranagar//Not Assigned*Noodles+1+/10/11/2023//Credit Card//Cancelled+High Delivery Fees
//ord_59632//Sneha Jain-226HSR Layout//Ananya Reddy*Pizza+3+/9/16/2023//COD//Delivered+Good Service
//ord_59731//Priya Singh-199Brigade Road//Ananya Reddy*Samosa+5+/5/12/2023//Online Payment//Delivered+On Time Delivery
//ord_59830//Naveen Kumar-265Koramangala//Manoj Singh*Masala Dosa+3+/5/19/2023//Online Payment//Cancelled+Delayed Delivery
//ord_59929//Priya Singh-199Brigade Road//Siddharth Singh*Pasta+2+/4/13/2023//COD//Delivered+On Time Delivery
//ord_60028//Nisha Gupta-116Koramangala//Not Assigned*Noodles+1+/5/24/2023//Online Payment//Cancelled+Payment Issues
"//ord_60127//Raj Kapoor-218Malleswaram//Siddharth Singh*Masala Dosa+1+/7/28/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_60226//Nisha Gupta-116Koramangala//Anil Gupta*Chicken Curry+2+/10/23/2023//Credit Card//Cancelled+Delayed Delivery
//ord_60325//Anjali Jain-288Malleswaram//Anil Gupta*Samosa+5+/10/6/2023//COD//Delivered+Good Service
//ord_60424//Nisha Gupta-116Koramangala//Ananya Reddy*Chicken Tikka+1+/4/13/2023//UPI//Cancelled+Delayed Delivery
//ord_60523//Karan Sharma-216Marathahalli//Sneha Verma*Pasta+2+/6/16/2023//Credit Card//Delivered+Good Service
"//ord_60622//Sneha Jain-226HSR Layout//Divya Patel*Pasta+2+/11/11/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_60721//Raj Kapoor-218Malleswaram//Rajesh Kumar*Noodles+1+/3/9/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_60820//Pooja Patel-221BTM Layout//Pooja Sharma*Samosa+5+/11/3/2023//COD//Delivered+On Time Delivery
"//ord_60919//Sneha Jain-226HSR Layout//Manoj Singh*Pav Bhaji+2+/6/19/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_61018//Naveen Kumar-265Koramangala//Not Assigned*Burger+2+/4/6/2023//Credit Card//Cancelled+Out of Stock
//ord_61117//Rahul Sharma-215MG Road//Not Assigned*Pav Bhaji+2+/12/12/2023//Online Payment//Cancelled+Payment Issues
//ord_61216//Pooja Patel-221BTM Layout//Sneha Verma*Masala Dosa+1+/3/25/2023//Credit Card//Delivered+Good Service
"//ord_61315//Neha Patel-104Whitefield//Divya Patel*Veg Biryani+2+/11/11/2023//COD//Delivered+Fast delivery, fresh food"
//ord_61414//Anjali Jain-288Malleswaram//Divya Patel*Burger+1+/4/21/2023//Credit Card//Delivered+On Time Delivery
//ord_61513//Neha Ramachandran-128Marathahalli//Anil Gupta*Tandoori Chicken+3+/1/31/2023//COD//Delivered+Good Service
//ord_61612//Deepak Sharma-197HSR Layout//Siddharth Singh*Butter Naan+4+/1/5/2023//Online Payment//Delivered+On Time Delivery
"//ord_61711//Sneha Jain-226HSR Layout//Anil Gupta*Paneer Tikka+1+/8/31/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_61810//Priyanka Singh-242Koramangala//Rajesh Kumar*Chicken Curry+2+/9/13/2023//Credit Card//Cancelled+Delayed Delivery
//ord_61909//Deepak Sharma-197HSR Layout//Ananya Reddy*Tandoori Chicken+3+/9/9/2023//UPI//Delivered+Good Service
//ord_62008//Karan Sharma-216Marathahalli//Sneha Verma*Masala Dosa+4+/7/20/2023//Online Payment//Delivered+Good Service
//ord_62107//Deepak Sharma-197HSR Layout//Siddharth Singh*Sushi+1+/3/20/2023//COD//Delivered+On Time Delivery
//ord_62206//Arjun Shah-155MG Road//Ananya Reddy*Samosa+5+/4/26/2023//Credit Card//Cancelled+Delayed Delivery
//ord_62305//Neha Patel-104Whitefield//Ananya Reddy*Pasta+2+/3/14/2023//Online Payment//Delivered+Good Service
"//ord_62404//Tanvi Gupta-161BTM Layout//Sneha Verma*Fish Curry+1+/12/30/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_62503//Karan Sharma-216Marathahalli//Anil Gupta*Chicken Biryani+4+/3/6/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_62602//Priya Singh-199Brigade Road//Pooja Sharma*Burger+1+/9/13/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_62701//Priyanka Singh-242Koramangala//Anil Gupta*Chicken Biryani+2+/4/30/2023//COD//Delivered+On Time Delivery
//ord_62800//Kriti Patel-227Whitefield//Anil Gupta*Butter Naan+4+/4/15/2023//UPI//Delivered+Good Service
//ord_62899//Neha Patel-104Whitefield//Anil Gupta*Butter Chicken+3+/4/13/2023//Credit Card//Delivered+On Time Delivery
"//ord_62998//Priya Singh-199Brigade Road//Sneha Verma*Burger+1+/6/28/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_63097//Pooja Patel-221BTM Layout//Sneha Verma*Butter Naan+4+/6/19/2023//Credit Card//Delivered+Good Service
//ord_63196//Raj Kapoor-218Malleswaram//Divya Patel*Veg Biryani+2+/1/11/2023//Credit Card//Delivered+Good Service
//ord_63295//Neha Patel-104Whitefield//Ravi Tiwari*Samosa+5+/11/12/2023//UPI//Delivered+Good Service
//ord_63394//Raj Kapoor-218Malleswaram//Manoj Singh*Hakka Noodles+1+/9/28/2023//COD//Delivered+On Time Delivery
"//ord_63493//Anjali Jain-288Malleswaram//Rajesh Kumar*Butter Chicken+3+/5/21/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_63592//Rohan Patel-234Indiranagar//Pooja Sharma*Samosa+5+/10/14/2023//COD//Delivered+Good Service
"//ord_63691//Varun Dhamodar-110HSR Layout//Pooja Sharma*Chicken Tikka+1+/4/3/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_63790//Arjun Shah-155MG Road//Siddharth Singh*Pizza+3+/1/27/2023//Online Payment//Cancelled+Delayed Delivery
//ord_63889//Rohit Singh-165Indiranagar//Pooja Sharma*Fish Curry+1+/10/6/2023//COD//Delivered+On Time Delivery
//ord_63988//Tanvi Gupta-161BTM Layout//Pooja Sharma*Pizza+3+/1/23/2023//Credit Card//Delivered+Good Service
//ord_64087//Neha Patel-104Whitefield//Siddharth Singh*Chicken Fried Rice+2+/3/4/2023//Online Payment//Delivered+Good Service
//ord_64186//Tanvi Gupta-161BTM Layout//Pooja Sharma*Burger+1+/1/18/2023//Credit Card//Delivered+Good Service
//ord_64285//Rohan Patel-234Indiranagar//Divya Patel*Chicken Fried Rice+2+/9/12/2023//Online Payment//Delivered+On Time Delivery
//ord_64384//Naveen Kumar-265Koramangala//Siddharth Singh*Butter Chicken+3+/6/15/2023//Credit Card//Cancelled+Change in Plans
"//ord_64483//Raj Kapoor-218Malleswaram//Divya Patel*Veg Biryani+2+/9/7/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_64582//Raj Kapoor-218Malleswaram//Siddharth Singh*Paneer Tikka+1+/7/23/2023//Online Payment//Delivered+Good Service
"//ord_64681//Karan Sharma-216Marathahalli//Manoj Singh*Paneer Tikka+2+/9/28/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_64780//Tanvi Gupta-161BTM Layout//Manoj Singh*Tandoori Chicken+3+/10/22/2023//Credit Card//Delivered+On Time Delivery
"//ord_64879//Tanvi Gupta-161BTM Layout//Siddharth Singh*Veg Biryani+2+/4/12/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_64978//Anjali Jain-288Malleswaram//Divya Patel*Burger+1+/4/1/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_65077//Neha Patel-104Whitefield//Sneha Verma*Chicken Fried Rice+2+/12/10/2023//Online Payment//Delivered+On Time Delivery
//ord_65176//Priyanka Singh-242Koramangala//Not Assigned*Fish Curry+1+/7/29/2023//Credit Card//Cancelled+Payment Issues
//ord_65275//Priya Singh-199Brigade Road//Anil Gupta*Paneer Tikka+1+/8/22/2023//UPI//Delivered+Good Service
"//ord_65374//Neha Patel-104Whitefield//Pooja Sharma*Samosa+5+/10/13/2023//COD//Delivered+Fast delivery, fresh food"
//ord_65473//Karan Sharma-216Marathahalli//Ananya Reddy*Hakka Noodles+2+/6/24/2023//UPI//Delivered+Good Service
//ord_65572//Neha Patel-104Whitefield//Ravi Tiwari*Butter Naan+4+/6/2/2023//Credit Card//Delivered+On Time Delivery
//ord_65671//Rohan Patel-234Indiranagar//Pooja Sharma*Pizza+3+/8/14/2023//UPI//Delivered+Good Service
"//ord_65770//Sneha Jain-226HSR Layout//Siddharth Singh*Pasta+2+/1/2/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_65869//Karan Sharma-216Marathahalli//Sneha Verma*Burger+2+/10/26/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_65968//Akash Gupta-281Jayanagar//Sneha Verma*Hakka Noodles+1+/8/14/2023//UPI//Delivered+Good Service
//ord_66067//Aryan Shah-113Jayanagar//Rajesh Kumar*Sushi+1+/4/15/2023//Credit Card//Delivered+Good Service
//ord_66166//Akash Gupta-281Jayanagar//Anil Gupta*Burger+2+/2/19/2023//Credit Card//Delivered+On Time Delivery
//ord_66265//Pooja Patel-221BTM Layout//Manoj Singh*Masala Dosa+1+/12/9/2023//COD//Delivered+On Time Delivery
"//ord_66364//Deepak Sharma-197HSR Layout//Siddharth Singh*Chicken Fried Rice+2+/3/31/2023//COD//Delivered+Fast delivery, fresh food"
//ord_66463//Deepak Sharma-197HSR Layout//Manoj Singh*Chicken Curry+2+/9/3/2023//Online Payment//Delivered+Good Service
//ord_66562//Arjun Shah-155MG Road//Not Assigned*Noodles+1+/11/12/2023//Credit Card//Cancelled+Payment Issues
"//ord_66661//Pooja Patel-221BTM Layout//Pooja Sharma*Chicken Curry+2+/11/3/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_66760//Sneha Jain-226HSR Layout//Divya Patel*Butter Chicken+3+/11/29/2023//UPI//Delivered+Good Service
//ord_66859//Naveen Kumar-265Koramangala//Sneha Verma*Paneer Tikka+1+/11/17/2023//Online Payment//Delivered+On Time Delivery
//ord_86958//Raj Kapoor-218Malleswaram//Ananya Reddy*Chicken Tikka+1+/3/12/2023//Online Payment//Delivered+Good Service
//ord_67057//Kriti Patel-227Whitefield//Rajesh Kumar*Sushi+1+/11/28/2023//UPI//Delivered+On Time Delivery
//ord_67156//Nisha Gupta-116Koramangala//Not Assigned*Noodles+1+/8/31/2023//Credit Card//Cancelled+High Delivery Fees
"//ord_67255//Raj Kapoor-218Malleswaram//Siddharth Singh*Fish Curry+1+/6/9/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_67354//Tanvi Gupta-161BTM Layout//Sneha Verma*Pav Bhaji+2+/9/2/2023//UPI//Delivered+Good Service
"//ord_67453//Neha Patel-104Whitefield//Sneha Verma*Paneer Tikka+1+/11/14/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_67552//Deepak Sharma-197HSR Layout//Siddharth Singh*Pizza+3+/11/15/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_67651//Kriti Patel-227Whitefield//Rajesh Kumar*Paneer Tikka+1+/1/11/2023//Online Payment//Delivered+On Time Delivery
"//ord_67750//Anjali Jain-288Malleswaram//Divya Patel*Chicken Tikka+1+/4/19/2023//COD//Delivered+Fast delivery, fresh food"
//ord_67849//Deepak Sharma-197HSR Layout//Anil Gupta*Chicken Biryani+2+/4/7/2023//UPI//Delivered+Good Service
//ord_67948//Shreya Singh-268Marathahalli//Siddharth Singh*Paneer Tikka+1+/2/14/2023//COD//Delivered+On Time Delivery
//ord_68047//Nisha Gupta-116Koramangala//Siddharth Singh*Butter Naan+4+/9/17/2023//Credit Card//Cancelled+Delayed Delivery
//ord_68146//Rohan Patel-234Indiranagar//Sneha Verma*Pizza+3+/5/28/2023//UPI//Delivered+On Time Delivery
"//ord_68245//Shreya Singh-268Marathahalli//Manoj Singh*Chicken Fried Rice+2+/6/28/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_68344//Rahul Sharma-215MG Road//Divya Patel*Chicken Biryani+2+/12/7/2023//COD//Delivered+Fast delivery, fresh food"
//ord_68443//Deepak Sharma-197HSR Layout//Divya Patel*Pasta+2+/1/26/2023//COD//Delivered+Good Service
//ord_68542//Akash Gupta-281Jayanagar//Rajesh Kumar*Tandoori Chicken+3+/9/1/2023//Online Payment//Delivered+Good Service
//ord_68641//Akash Gupta-281Jayanagar//Anil Gupta*Butter Chicken+3+/7/29/2023//UPI//Delivered+On Time Delivery
"//ord_68740//Shreya Singh-268Marathahalli//Sneha Verma*Chicken Curry+2+/2/6/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_68839//Sneha Jain-226HSR Layout//Anil Gupta*Hakka Noodles+1+/4/3/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_68938//Sneha Jain-226HSR Layout//Siddharth Singh*Pasta+2+/6/16/2023//Online Payment//Delivered+Good Service
//ord_69037//Kriti Patel-227Whitefield//Divya Patel*Fish Curry+1+/5/9/2023//COD//Delivered+On Time Delivery
"//ord_69136//Aryan Shah-113Jayanagar//Sneha Verma*Pasta+2+/1/1/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_69235//Aryan Shah-113Jayanagar//Pooja Sharma*Fish Biryani+2+/7/17/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_69334//Sneha Jain-226HSR Layout//Ananya Reddy*Butter Chicken+3+/1/20/2023//Online Payment//Delivered+On Time Delivery
"//ord_69433//Pooja Patel-221BTM Layout//Anil Gupta*Tandoori Chicken+3+/5/27/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_69532//Deepak Sharma-197HSR Layout//Ravi Tiwari*Chicken Curry+2+/4/22/2023//UPI//Delivered+Good Service
//ord_69631//Priyanka Singh-242Koramangala//Ananya Reddy*Tandoori Chicken+3+/6/12/2023//Credit Card//Cancelled+Delayed Delivery
//ord_69730//Tanvi Gupta-161BTM Layout//Rajesh Kumar*Chicken Fried Rice+4+/3/13/2023//UPI//Delivered+Good Service
//ord_69829//Nisha Gupta-116Koramangala//Divya Patel*Veg Biryani+2+/5/26/2023//UPI//Delivered+Good Service
//ord_69928//Tanvi Gupta-161BTM Layout//Siddharth Singh*Chicken Fried Rice+4+/7/8/2023//Online Payment//Delivered+On Time Delivery
"//ord_70027//Raj Kapoor-218Malleswaram//Ananya Reddy*Pav Bhaji+2+/7/5/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_70126//Kriti Patel-227Whitefield//Rajesh Kumar*Noodles+1+/9/20/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_70225//Nisha Gupta-116Koramangala//Siddharth Singh*Chicken Fried Rice+2+/10/2/2023//UPI//Cancelled+Delayed Delivery
"//ord_70324//Priya Singh-199Brigade Road//Siddharth Singh*Samosa+5+/11/25/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_70423//Sneha Jain-226HSR Layout//Siddharth Singh*Pizza+3+/10/20/2023//Credit Card//Delivered+Good Service
"//ord_70522//Aryan Shah-113Jayanagar//Manoj Singh*Noodles+1+/7/30/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_70621//Kriti Patel-227Whitefield//Not Assigned*Tandoori Chicken+3+/9/28/2023//UPI//Cancelled+Payment Issues
//ord_70720//Arjun Shah-155MG Road//Not Assigned*Burger+1+/7/25/2023//Credit Card//Cancelled+Payment Issues
//ord_70819//Sneha Jain-226HSR Layout//Sneha Verma*Fish Curry+1+/5/30/2023//COD//Delivered+Good Service
//ord_70918//Karan Sharma-216Marathahalli//Pooja Sharma*Hakka Noodles+2+/5/9/2023//Online Payment//Delivered+On Time Delivery
"//ord_71017//Shreya Singh-268Marathahalli//Ananya Reddy*Sushi+2+/7/29/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_71116//Pooja Patel-221BTM Layout//Pooja Sharma*Samosa+5+/6/19/2023//Credit Card//Cancelled+Change in Plans
//ord_71215//Priya Singh-199Brigade Road//Pooja Sharma*Butter Chicken+3+/2/4/2023//UPI//Delivered+Good Service
//ord_71314//Sneha Jain-226HSR Layout//Not Assigned*Chicken Biryani+2+/8/6/2023//UPI//Cancelled+Payment Issues
//ord_71413//Aryan Shah-113Jayanagar//Not Assigned*Veg Biryani+2+/10/23/2023//UPI//Cancelled+Payment Issues
//ord_71512//Raj Kapoor-218Malleswaram//Sneha Verma*Butter Naan+4+/4/18/2023//Credit Card//Delivered+On Time Delivery
"//ord_71611//Priyanka Singh-242Koramangala//Rajesh Kumar*Butter Chicken+3+/3/12/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_71710//Akash Gupta-281Jayanagar//Sneha Verma*Paneer Tikka+1+/10/25/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_71809//Aryan Shah-113Jayanagar//Ravi Tiwari*Pizza+3+/11/14/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_71908//Arjun Shah-155MG Road//Ananya Reddy*Veg Biryani+2+/9/20/2023//Credit Card//Cancelled+Delayed Delivery
//ord_72007//Shreya Singh-268Marathahalli//Pooja Sharma*Pasta+2+/11/17/2023//Credit Card//Delivered+Good Service
//ord_72106//Rohit Singh-165Indiranagar//Ravi Tiwari*Butter Chicken+3+/11/28/2023//Credit Card//Delivered+Good Service
//ord_72205//Priya Singh-199Brigade Road//Manoj Singh*Chicken Curry+2+/11/23/2023//Credit Card//Cancelled+Change in Plans
//ord_72304//Priya Singh-199Brigade Road//Not Assigned*Samosa+5+/5/29/2023//Credit Card//Cancelled+App Glitch
//ord_72403//Nisha Gupta-116Koramangala//Rajesh Kumar*Paneer Tikka+1+/1/14/2023//UPI//Delivered+Good Service
//ord_72502//Anjali Jain-288Malleswaram//Not Assigned*Hakka Noodles+1+/4/28/2023//Credit Card//Cancelled+High Delivery Fees
//ord_72601//Naveen Kumar-265Koramangala//Siddharth Singh*Noodles+1+/3/7/2023//UPI//Cancelled+Delayed Delivery
//ord_72700//Rohan Patel-234Indiranagar//Not Assigned*Chicken Biryani+2+/4/1/2023//Online Payment//Cancelled+Out of Stock
//ord_72799//Tanvi Gupta-161BTM Layout//Not Assigned*Paneer Tikka+1+/10/9/2023//Credit Card//Cancelled+App Glitch
"//ord_72898//Priyanka Singh-242Koramangala//Divya Patel*Chicken Curry+2+/11/20/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_72997//Akash Gupta-281Jayanagar//Not Assigned*Veg Biryani+2+/12/31/2023//Credit Card//Cancelled+Out of Stock
//ord_73096//Kriti Patel-227Whitefield//Manoj Singh*Tandoori Chicken+3+/6/20/2023//Online Payment//Delivered+Good Service
//ord_73195//Mithili Prakash-258BTM Layout//Sneha Verma*Butter Chicken+2+/10/11/2023//COD//Delivered+Good Service
//ord_73294//Mithili Prakash-258BTM Layout//Siddharth Singh*Butter Naan+8+/10/20/2023//Credit Card//Delivered+On Time Delivery
//ord_73393//Anjali Jain-288Malleswaram//Siddharth Singh*Chicken Biryani+2+/5/20/2023//Credit Card//Delivered+Good Service
//ord_73492//Vivek Mahajan-132Marathahalli//Siddharth Singh*Masala Dosa+4+/12/2/2023//Online Payment//Delivered+On Time Delivery
"//ord_73591//Vivek Mahajan-132Marathahalli//Rajesh Kumar*Fish Biryani+3+/12/3/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_73690//Nisha Gupta-116Koramangala//Ananya Reddy*Samosa+5+/9/16/2023//UPI//Cancelled+Delayed Delivery
//ord_73789//Karan Sharma-216Marathahalli//Not Assigned*Sushi+2+/6/7/2023//Credit Card//Cancelled+High Delivery Fees
"//ord_73888//Rahul Sharma-215MG Road//Siddharth Singh*Chicken Biryani+2+/6/6/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_73987//Kriti Patel-227Whitefield//Sneha Verma*Butter Chicken+3+/9/25/2023//Online Payment//Cancelled+Delayed Delivery
//ord_74086//Karan Sharma-216Marathahalli//Sneha Verma*Chicken Fried Rice+4+/11/22/2023//COD//Delivered+Good Service
//ord_74185//Aryan Shah-113Jayanagar//Not Assigned*Pav Bhaji+2+/11/20/2023//UPI//Cancelled+Out of Stock
"//ord_74284//Kriti Patel-227Whitefield//Pooja Sharma*Fish Biryani+2+/9/15/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_74383//Rohit Singh-165Indiranagar//Ravi Tiwari*Sushi+1+/1/4/2023//Online Payment//Delivered+Good Service
//ord_74482//Arjun Shah-155MG Road//Siddharth Singh*Fish Curry+1+/10/7/2023//UPI//Cancelled+Delayed Delivery
//ord_74581//Rohan Patel-234Indiranagar//Siddharth Singh*Chicken Curry+2+/7/16/2023//UPI//Delivered+Good Service
//ord_74680//Rohan Patel-234Indiranagar//Divya Patel*Pav Bhaji+2+/3/14/2023//Online Payment//Cancelled+Change in Plans
"//ord_74779//Rohan Patel-234Indiranagar//Pooja Sharma*Tandoori Chicken+3+/2/16/2023//COD//Delivered+Fast delivery, fresh food"
